Code,Name,ListingDate,Shares,ListingBoard,Sector,LastPrice,MarketCap,MinutesFirstAdded,MinutesLastUpdated,HourlyFirstAdded,HourlyLastUpdated,DailyFirstAdded,DailyLastUpdated
BINA,Bank Ina Perdana Tbk.,2014-01-16,5877722813.0,Utama,Financials,3910,22981896198830.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2014-01-16,2022-12-19
BINO,Perma Plasindo Tbk.,2021-11-25,2175000000.0,Pengembangan,Industrials,129,280575000000.0,2021-11-25 09:00:00,2022-12-19 15:59:00,2021-11-25 09:00:00,2022-12-19 15:00:00,2021-11-25,2022-12-19
BIPI,Astrindo Nusantara Infrastrukt,2010-02-11,44693066193.0,Pengembangan,Energy,174,7776593517582.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2010-02-11,2022-12-19
BIPP,Bhuwanatala Indah Permai Tbk.,1995-10-23,5028669366.0,Pengembangan,Properties & Real Estate,50,251433468300.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
BIRD,Blue Bird Tbk.,2014-11-05,2502100000.0,Utama,Transportation & Logistic,1555,3890765500000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2014-11-05,2022-12-19
BISI,BISI International Tbk.,2007-05-28,3000000000.0,Utama,Consumer Non-Cyclicals,1595,4785000000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2007-05-28,2022-12-19
BJBR,Bank Pembangunan Daerah Jawa B,2010-07-08,10416229249.0,Utama,Financials,1340,13957747193660.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2010-07-08,2022-12-19
BJTM,Bank Pembangunan Daerah Jawa T,2012-07-12,14865343101.0,Utama,Financials,710,10554393601710.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2012-07-12,2022-12-19
BKDP,Bukit Darmo Property Tbk,2007-06-15,7513992252.0,Pengembangan,Properties & Real Estate,94,706315271688.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2007-06-15,2022-12-19
BKSL,Sentul City Tbk.,1997-07-28,67083561082.0,Utama,Properties & Real Estate,50,3354178054100.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
BKSW,Bank QNB Indonesia Tbk.,2002-11-21,20232319124.0,Pengembangan,Financials,108,2185090465392.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2002-11-21,2022-12-19
BLTA,Berlian Laju Tanker Tbk,1990-03-26,25940187103.0,Utama,Transportation & Logistic,50,1297009355150.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
BLTZ,Graha Layar Prima Tbk.,2014-04-10,873937142.0,Pengembangan,Consumer Cyclicals,3760,3286003653920.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2014-04-10,2022-12-19
BLUE,Berkah Prima Perkasa Tbk.,2019-07-08,418000000.0,Pengembangan,Industrials,290,121220000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2019-07-08,2022-12-19
BMAS,Bank Maspion Indonesia Tbk.,2013-07-11,4399026922.0,Pengembangan,Financials,1125,4948905287250.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2013-07-11,2022-12-19
BMHS,Bundamedik Tbk.,2021-07-06,8603416176.0,Utama,Healthcare,408,3510193799808.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2021-07-06 09:00:00,2022-12-19 15:00:00,2021-07-06,2022-12-19
BMRI,Bank Mandiri (Persero) Tbk.,2003-07-14,46199999998.0,Utama,Financials,10000,461999999980000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2003-07-14,2022-12-19
BMSR,Bintang Mitra Semestaraya Tbk,1999-12-29,1159200024.0,Utama,Basic Materials,740,857808017760.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
BMTR,Global Mediacom Tbk.,1995-07-17,16583997586.0,Utama,Industrials,280,4643519324080.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
BNBA,Bank Bumi Arta Tbk.,2006-06-01,2744280000.0,Utama,Financials,1120,3073593600000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2006-06-01,2022-12-19
BNBR,Bakrie & Brothers Tbk,1989-08-28,21160865261.0,Pengembangan,Industrials,69,1460099703009.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
BNGA,Bank CIMB Niaga Tbk.,1989-11-29,24880290775.0,Utama,Financials,1200,29856348930000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
BNII,Bank Maybank Indonesia Tbk.,1989-11-21,75357433911.0,Utama,Financials,234,17633639535174.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
BNLI,Bank Permata Tbk.,1990-01-15,35819545925.0,Utama,Financials,1055,37789620950875.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
BOBA,Formosa Ingredient Factory Tbk,2021-11-01,1155750000.0,Pengembangan,Consumer Non-Cyclicals,179,206879250000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2021-11-01 09:00:00,2022-12-19 15:00:00,2021-11-01,2022-12-19
BOGA,Bintang Oto Global Tbk.,2016-12-19,3803526210.0,Pengembangan,Consumer Cyclicals,1290,4906548810900.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2016-12-19,2022-12-19
BOLA,Bali Bintang Sejahtera Tbk.,2019-06-17,6000000000.0,Pengembangan,Consumer Cyclicals,226,1356000000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2019-06-17,2022-12-19
BOLT,Garuda Metalindo Tbk.,2015-07-07,2343750000.0,Pengembangan,Consumer Cyclicals,795,1863281250000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2015-07-07,2022-12-19
BOSS,Borneo Olah Sarana Sukses Tbk.,2018-02-15,1400000000.0,Pengembangan,Energy,78,109200000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-02-15,2022-12-19
BPFI,Batavia Prosperindo Finance Tb,2009-06-01,2673995362.0,Pengembangan,Financials,700,1871796753400.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2009-06-01,2022-12-19
BPII,Batavia Prosperindo Internasio,2014-07-08,562224662.0,Pengembangan,Financials,10800,6072026349600.0,2021-11-01 09:00:00,2022-12-09 15:59:00,2020-04-16 09:00:00,2022-12-09 16:00:00,2014-07-08,2022-12-16
BPTR,Batavia Prosperindo Trans Tbk.,2018-07-09,1550000000.0,Utama,Transportation & Logistic,210,325500000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-07-09,2022-12-19
BRAM,Indo Kordsa Tbk.,1990-09-05,450000000.0,Utama,Consumer Cyclicals,8250,3712500000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
BRIS,Bank Syariah Indonesia Tbk.,2018-05-09,40717924372.0,Utama,Financials,1120,45604075296640.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-05-09,2022-12-19
BRMS,Bumi Resources Minerals Tbk.,2010-12-09,141784040338.0,Pengembangan,Basic Materials,168,23819718776784.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2010-12-09,2022-12-19
BRNA,Berlina Tbk.,1989-11-06,979110000.0,Pengembangan,Basic Materials,1100,1077021000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
BRPT,Barito Pacific Tbk.,1993-10-01,93747218044.0,Utama,Basic Materials,755,70779149623220.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
BSBK,Wulandari Bangun Laksana Tbk.,2022-11-08 00:00:00,25091713397.0,Utama,Properties & Real Estate,208,5219076386576.0,2022-11-08 09:00:00,2022-12-19 15:59:00,2022-11-08 09:00:00,2022-12-19 15:00:00,2022-11-09,2022-12-19
BSDE,Bumi Serpong Damai Tbk.,2008-06-06,21171365812.0,Utama,Properties & Real Estate,935,19795227034220.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2008-06-06,2022-12-19
BSIM,Bank Sinarmas Tbk.,2010-12-13,19517921842.0,Utama,Financials,840,16395054347280.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2010-12-13,2022-12-19
BSML,Bintang Samudera Mandiri Lines,2021-12-16,1850225000.0,Pengembangan,Energy,418,773394050000.0,2021-12-16 09:00:00,2022-12-19 15:59:00,2021-12-16 09:00:00,2022-12-19 15:00:00,2021-12-16,2022-12-19
BSSR,Baramulti Suksessarana Tbk.,2012-11-08,2616500000.0,Pengembangan,Energy,5025,13147912500000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2012-11-08,2022-12-19
BSWD,Bank Of India Indonesia Tbk.,2002-05-01,1374912000.0,Pengembangan,Financials,1375,1890504000000.0,,,,,2002-05-01,2022-12-16
BTEK,Bumi Teknokultura Unggul Tbk,2004-05-14,46277496376.0,Pengembangan,Consumer Non-Cyclicals,50,2313874818800.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2004-05-14,2022-12-16
BTEL,Bakrie Telecom Tbk.,2006-02-03,36822665755.0,Utama,Infrastructures,50,1841133287750.0,,,,,2006-02-03,2022-12-16
BTON,Betonjaya Manunggal Tbk.,2001-07-18,720000000.0,Pengembangan,Basic Materials,446,321120000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-07-18,2022-12-19
BTPN,Bank BTPN Tbk.,2008-03-12,8066054461.0,Utama,Financials,2590,20891081053990.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2008-03-12,2022-12-19
BTPS,Bank BTPN Syariah Tbk.,2018-05-08,7626663000.0,Utama,Financials,2690,20515723470000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-05-08,2022-12-19
BUAH,Segar Kumala Indonesia Tbk.,2022-08-09,1000000000.0,Pengembangan,Consumer Non-Cyclicals,925,925000000000.0,2022-08-09 09:00:00,2022-12-19 15:59:00,2022-08-09 09:00:00,2022-12-19 15:00:00,2022-08-09,2022-12-19
BUDI,Budi Starch & Sweetener Tbk.,1995-05-08,4498997362.0,Utama,Consumer Non-Cyclicals,224,1007775409088.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
BUKA,Bukalapak.com Tbk.,2021-08-06,103062019354.0,Pengembangan,Technology,264,27208373109456.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2021-08-06 09:00:00,2022-12-19 15:00:00,2021-08-06,2022-12-19
BUKK,Bukaka Teknik Utama Tbk.,2015-06-29,2640452000.0,Pengembangan,Infrastructures,1040,2746070080000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2015-06-29,2022-12-19
BULL,Buana Lintas Lautan Tbk.,2011-05-23,14117599210.0,Utama,Energy,182,2569403056220.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2011-05-23,2022-12-19
BUMI,Bumi Resources Tbk.,1990-07-30,115634113853.0,Pengembangan,Energy,167,19310897013451.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
BUVA,Bukit Uluwatu Villa Tbk.,2010-07-12,6811269200.0,Pengembangan,Consumer Cyclicals,60,408676152000.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2010-07-12,2022-12-16
BVIC,Bank Victoria International Tb,1999-06-30,10382261242.0,Utama,Financials,112,1162813259104.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
BWPT,Eagle High Plantations Tbk.,2009-10-27,31525291000.0,Utama,Consumer Non-Cyclicals,66,2080669206000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2009-10-27,2022-12-19
BYAN,Bayan Resources Tbk.,2008-08-12,3333333500.0,Utama,Energy,14150,47166669025000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2008-08-12,2022-12-19
CAKK,Cahayaputra Asa Keramik Tbk.,2018-10-31,1203300219.0,Pengembangan,Industrials,228,274352449932.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-10-31,2022-12-19
CAMP,Campina Ice Cream Industry Tbk,2017-12-19,5885000000.0,Utama,Consumer Non-Cyclicals,286,1683110000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2017-12-19,2022-12-19
CANI,Capitol Nusantara Indonesia Tb,2014-01-16,833440000.0,Pengembangan,Energy,84,70008960000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2014-01-16,2022-12-19
CARE,Metro Healthcare Indonesia Tbk,2020-03-13,33250000000.0,Pengembangan,Healthcare,460,15295000000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2020-03-13,2022-12-19
CARS,Industri dan Perdagangan Bintr,2017-04-10,15000000000.0,Utama,Consumer Cyclicals,78,1170000000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2017-04-10,2022-12-19
CASA,Capital Financial Indonesia Tb,2016-07-19,54476269803.0,Pengembangan,Financials,760,41401965050280.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2016-07-19,2022-12-19
CASH,Cashlez Worldwide Indonesia Tb,2020-05-04,1431125517.0,Akselerasi,Technology,134,191770819278.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-05-04 09:00:00,2022-12-19 15:00:00,2020-05-04,2022-12-19
CASS,Cardig Aero Services Tbk.,2011-12-05,2086950000.0,Pengembangan,Infrastructures,416,868171200000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2011-12-05,2022-12-19
CBMF,Cahaya Bintang Medan Tbk.,2020-04-09,1875000000.0,Pengembangan,Consumer Cyclicals,50,93750000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2020-04-09,2022-12-19
CBUT,Citra Borneo Utama Tbk.,2022-11-08 00:00:00,3125000000.0,Utama,Consumer Non-Cyclicals,1550,4843750000000.0,2022-11-08 09:00:00,2022-12-19 15:59:00,2022-11-08 09:00:00,2022-12-19 15:00:00,2022-11-09,2022-12-19
CCSI,Communication Cable Systems In,2019-06-18,1199999998.0,Pengembangan,Industrials,675,809999998650.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2019-06-18,2022-12-19
CEKA,Wilmar Cahaya Indonesia Tbk.,1996-07-09,595000000.0,Utama,Consumer Non-Cyclicals,1960,1166200000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
CENT,Centratama Telekomunikasi Indo,2001-11-01,31183464900.0,Pengembangan,Infrastructures,125,3897933112500.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-11-01,2022-12-19
CFIN,Clipan Finance Indonesia Tbk.,1990-08-27,3984520457.0,Utama,Financials,314,1251139423498.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
CHEM,Chemstar Indonesia Tbk.,2022-07-08,1700000000.0,Pengembangan,Basic Materials,204,346800000000.0,2022-07-08 09:00:00,2022-12-19 15:59:00,2022-07-08 09:00:00,2022-12-19 15:00:00,2022-07-08,2022-12-19
